Time,Drag Force
104868,59.45
104880,55.07
104891,53.84
104903,55.59
104914,56.47
104926,52.26
104937,48.93
104949,51.39
104961,54.54
104972,54.54
104984,51.56
104995,48.93
105007,50.16
105018,56.12
105030,58.23
105041,52.26
105053,48.23
105064,49.63
105076,52.09
105087,54.19
105099,55.24
105110,56.82
105122,56.82
105133,56.47
105145,54.54
105156,51.03
105168,50.68
105179,54.02
105191,58.75
105202,59.1
105214,54.37
105225,48.4
105237,45.6
105248,49.46
105260,51.21
105271,47.53
105283,44.72
105294,46.65
105306,45.95
105317,41.92
105329,40.16
105340,41.56
105352,46.83
105363,50.86
105375,50.51
105386,47.35
105398,44.37
105409,44.55
105421,46.83
105432,48.75
105444,49.46
105455,50.16
105467,52.09
105478,55.42
105490,55.59
105501,51.91
105513,50.51
105524,54.54
105536,57.7
105547,56.12
105559,51.74
105570,50.68
105582,52.61
105593,56.47
105605,56.3
105616,54.19
105628,54.89
105639,55.59
105651,57.17
105662,55.59
105674,52.09
105685,50.68
105697,53.49
105708,57.35
105720,57.87
105731,56.47
105743,57.17
105754,60.33
105766,61.21
105777,58.75
105789,53.31
105800,49.81
105812,48.93
105823,49.63
105835,51.21
105846,51.74
105858,51.21
105869,53.31
105881,56.47
105892,58.05
105904,56.82
105915,56.3
105927,57.52
105938,56.65
105950,51.56
105961,48.4
105973,51.74
105985,55.24
105996,56.3
106007,54.89
106019,55.77
106030,59.45
106042,61.03
106053,59.63
106065,57.17
106076,55.07
106088,55.42
106099,56.82
106111,56.12
106122,52.96
106134,52.44
106145,55.42
106157,58.58
106168,56.65
106180,50.86
106191,52.61
106203,57.52
106214,60.33
106226,58.4
106237,54.89
106249,56.3
106260,59.8
106272,59.98
106284,55.95
106295,53.84
106307,54.89
106318,56.47
106330,57.17
106341,53.84
106353,50.86
106364,50.33
106376,53.49
106387,56.3
106399,54.54
106410,51.03
106422,51.03
106433,52.44
106445,50.68
106456,47.35
106468,46.12
106479,47.0
106491,47.0
106502,44.55
106514,42.62
106525,42.62
106537,44.37
106548,44.55
106560,42.79
106571,41.56
106583,41.39
106594,43.14
106606,43.49
106617,39.81
106629,37.0
106640,38.76
106652,42.44
106663,43.32
106675,38.58
106686,35.25
106698,38.58
106709,42.09
106721,41.21
106732,36.13
106744,34.37
106755,38.23
106767,39.99
106778,36.83
106790,33.85
106801,33.67
106813,34.9
106824,37.18
106836,36.3
106847,34.37
106859,31.04
106870,29.99
106882,34.02
106893,36.83
106905,33.5
106916,30.34
106928,31.57
106939,33.5
106951,34.2
106962,29.81
106974,26.83
106985,29.99
106997,34.55
107008,33.85
107020,31.39
107031,31.22
107043,33.32
107054,34.37
107066,32.62
107077,29.46
107089,28.59
107100,29.11
107112,28.76
107123,28.76
107135,28.94
107146,30.16
107158,31.92
107169,35.43
107181,37.18
107192,37.0
107204,37.0
107215,36.65
107227,37.18
107238,36.83
107250,37.71
107261,38.76
107273,42.09
107284,43.67
107296,41.92
107307,41.39
107319,41.56
107330,41.56
107342,38.76
107353,38.58
107365,36.48
107376,33.15
107388,32.27
107399,32.09
107411,31.04
107422,29.81
107434,31.57
107445,33.15
107457,33.32
107468,30.34
107480,26.83
107491,27.18
107503,29.64
107514,31.39
107526,34.02
107538,35.25
107549,37.0
107561,35.08
107572,35.95
107584,38.23
107595,41.56
107607,43.32
107618,43.14
107630,41.74
107641,40.51
107653,42.44
107664,43.67
107676,45.95
107687,45.95
107699,44.55
107710,44.9
107722,45.25
107733,44.02
107745,43.14
107756,44.2
107768,48.23
107779,51.21
107791,50.86
107802,50.16
107814,48.4
107825,47.88
107837,49.98
107848,47.88
107860,43.84
107871,42.97
107883,43.49
107894,43.67
107906,42.97
107917,38.93
107929,38.58
107940,40.16
107952,39.99
107963,34.9
107975,27.18
107986,24.55
107998,23.68
108009,22.27
108021,19.64
108032,15.78
108044,11.22
108055,9.47
108067,10.35
108078,7.19
108091,4.03
108101,1.75
108113,3.68
108124,5.79
108136,3.16
108147,1.93
108159,2.28
108170,6.14
108182,9.65
108193,11.4
108205,12.98
108216,12.63
108228,13.5
108239,16.31
108251,19.12
108262,21.22
108274,19.64
108285,19.12
108297,21.57
108308,25.25
108320,28.06
108331,27.18
108343,26.31
108354,27.18
108366,28.76
108377,27.18
108389,24.2
108400,20.17
108412,16.31
108423,15.08
108435,16.31
108446,15.78
108458,12.98
108469,10.35
108481,10.35
108492,13.15
108504,11.93
108515,9.65
108527,6.84
108538,8.59
108550,11.4
108561,8.42
108573,4.91
108584,3.86
108596,6.49
108607,9.47
108619,12.28
108630,12.63
108642,10.0
108653,8.59
108665,11.57
108677,14.03
108688,13.68
108699,12.45
108711,13.15
108723,14.91
108734,16.49
108746,13.85
108757,14.21
108769,18.06
108780,19.99
108792,19.99
108803,15.78
108815,13.85
108826,14.38
108838,17.01
108849,18.94
108861,19.47
108872,15.78
108884,13.5
108895,16.84
108907,18.94
108918,19.12
108930,17.54
108941,14.73
108953,16.84
108964,18.94
108976,19.82
108987,19.82
108999,22.1
109010,26.48
109022,27.36
109033,26.83
109045,27.36
109056,30.16
109068,34.02
109081,35.6
109091,35.43
109102,30.87
109114,30.16
109125,32.09
109137,34.02
109148,34.2
109160,31.74
109171,31.74
109183,34.02
109194,37.36
109206,37.53
109217,33.67
109229,34.37
109240,35.78
109252,35.78
109263,30.87
109275,26.83
109286,29.81
109298,35.08
109309,38.06
109321,35.08
109332,31.39
109344,30.69
109355,35.43
109367,38.58
109378,31.74
109390,27.53
109401,24.38
109413,24.55
109424,27.88
109436,26.48
109447,23.68
109459,23.68
109470,28.59
109482,28.94
109493,24.9
109505,22.27
109516,25.08
109528,28.06
109539,25.25
109551,22.97
109562,21.05
109574,22.1
109585,27.18
109597,29.46
109608,28.59
109620,33.15
109631,36.65
109643,38.06
109654,34.55
109666,32.27
109677,34.37
109689,40.86
109700,45.42
109712,45.77
109723,42.62
109735,43.49
109746,49.81
109758,53.14
109769,54.19
109781,52.79
109792,50.86
109804,51.74
109815,53.67
109827,51.21
109838,49.11
109850,49.28
109862,49.46
109873,48.23
109885,42.44
109896,40.69
109908,42.97
109919,46.83
109931,45.6
109942,43.84
109954,44.2
109965,45.07
109977,45.77
109988,47.0
110000,48.05
110011,49.63
110023,51.74
110034,50.51
110046,48.4
110057,50.33
110069,54.19
110080,57.35
110092,58.93
110103,59.63
110115,58.23
110126,57.7
110138,59.98
110149,59.45
110161,57.35
110172,57.87
110184,59.98
110195,59.1
110207,59.98
110218,60.68
110230,62.61
110241,61.73
110253,60.68
110264,62.61
110276,59.63
110287,57.52
110299,57.52
110310,57.52
110322,56.3
110333,53.84
110345,54.89
110356,58.23
110368,57.0
110379,53.49
110391,52.79
110402,55.24
110414,53.14
110425,47.7
110437,45.25
110448,48.23
110460,52.26
110471,51.91
110483,53.67
110494,55.59
110506,52.96
110517,49.98
110529,52.09
110540,55.24
110552,54.54
110563,54.54
110575,56.82
110586,59.8
110598,57.87
110609,54.02
110621,56.12
110632,58.93
110644,58.05
110655,56.3
110667,56.12
110678,53.31
110690,48.4
110701,47.18
110713,50.33
110724,52.79
110736,50.51
110747,47.18
110759,43.32
110770,40.34
110782,41.39
110793,41.74
110805,42.44
110816,44.9
110828,45.77
110839,48.23
110851,48.23
110862,47.53
110874,47.0
110885,49.28
110897,53.14
110908,54.02
110920,53.49
110932,55.42
110943,59.45
110955,62.26
110966,63.66
110978,67.7
110989,70.15
111001,72.08
111012,72.61
111024,71.73
111035,69.98
111047,70.85
111058,75.59
111070,77.69
111081,76.29
111093,75.59
111104,78.92
111116,79.62
111127,79.45
111139,76.82
111150,77.17
111162,79.27
111173,78.92
111185,75.41
111196,74.01
111208,74.89
111219,78.39
111231,81.37
111242,77.87
111254,71.03
111265,69.62
111277,71.03
111288,71.9
111300,69.8
111311,63.49
111323,61.91
111334,64.36
111346,66.12
111357,60.68
111369,54.54
111380,55.24
111392,58.93
111403,56.65
111415,49.28
111426,43.32
111438,41.04
111449,44.72
111461,49.46
111472,48.05
111484,43.67
111495,41.04
111507,43.84
111518,48.93
111530,50.51
111541,49.28
111553,48.05
111564,53.14
111576,59.63
111587,60.68
111599,56.12
111610,56.47
111622,63.49
111633,68.4
111645,68.57
111656,66.47
111668,65.42
111679,68.92
111691,71.55
111702,71.55
111714,69.27
111725,69.98
111737,74.36
111748,78.57
111760,80.32
111771,81.2
111783,80.85
111794,83.48
111806,86.11
111817,86.11
111829,84.18
111840,85.58
111852,90.32
111863,95.05
111875,94.18
111886,89.97
111898,92.95
111909,97.16
111921,100.49
111932,102.6
111944,102.6
111955,103.3
111967,105.23
111978,106.8
111990,107.51
112001,106.98
112013,110.49
112024,112.94
112036,113.82
112048,114.17
112059,114.87
112071,114.35
112082,113.82
112094,114.52
112105,114.87
112117,117.33
112128,116.27
112140,111.19
112151,106.98
112163,106.1
112174,108.38
112186,108.73
112197,108.03
112209,106.63
112220,105.93
112232,106.98
112243,107.16
112255,105.23
112266,101.89
112278,99.44
112289,101.37
112301,105.4
112312,105.75
112324,104.17
112335,104.52
112347,103.3
112358,104.17
112370,103.65
112381,101.19
112393,99.44
112404,97.51
112416,97.51
112427,98.21
112439,98.91
112450,99.44
112462,99.61
112473,100.32
112485,101.89
112496,103.82
112508,101.72
112519,98.91
112531,96.11
112542,94.53
112554,95.76
112565,97.51
112577,97.51
112588,96.11
112600,94.53
112611,95.58
112623,95.05
112634,93.13
112646,89.27
112657,88.57
112669,87.86
112680,87.86
112692,88.04
112703,86.99
112715,84.88
112726,84.01
112738,85.23
112749,87.86
112761,90.49
112772,93.13
112784,95.23
112795,95.76
112807,96.98
112818,98.56
112830,97.86
112841,97.33
112853,98.74
112864,98.91
112876,99.96
112887,101.89
112899,99.79
112910,99.96
112922,102.77
112933,105.4
112945,104.17
112956,100.67
112968,98.39
112979,95.76
112991,95.05
113002,96.81
113014,98.04
113025,96.28
113037,96.81
113048,99.61
113060,100.67
113071,99.09
113083,98.56
113094,96.98
113106,96.63
113117,95.05
113129,92.95
113140,90.32
113152,91.72
113163,94.35
113175,94.53
113187,92.25
113198,88.21
113210,85.06
113221,82.43
113233,82.78
113244,83.3
113256,79.8
113267,76.11
113279,75.24
113290,73.83
113302,69.8
113313,65.94
113325,65.77
113336,61.73
113348,58.93
113359,54.19
113371,48.75
113382,42.27
113394,40.34
113405,39.28
113417,35.78
113428,30.52
113440,26.13
113451,23.68
113463,21.92
113474,20.69
113486,18.94
113497,15.43
113509,15.26
113520,18.06
113532,17.71
113543,18.06
113555,20.69
113566,22.97
113578,23.68
113589,27.36
113601,31.22
113612,32.97
113624,31.74
113635,33.85
113647,35.95
113658,36.48
113670,37.36
113681,38.06
113693,36.3
113704,37.36
113716,41.92
113727,44.9
113739,45.07
113750,46.83
113762,47.35
113773,43.32
113785,42.44
113796,43.14
113808,40.86
113819,39.99
113831,43.14
113842,45.07
113854,42.09
113865,40.16
113877,41.04
113888,40.16
113900,40.86
113911,41.04
113923,39.28
113934,36.65
113946,35.95
113957,36.48
113969,36.65
113980,38.58
113992,42.62
114003,44.2
114015,42.62
114026,43.32
114038,45.77
114049,44.9
114061,44.9
114072,47.35
114084,46.47
114095,45.07
114107,46.3
114118,49.98
114130,48.93
114141,48.58
114153,49.28
114164,47.35
114176,47.0
114187,48.75
114199,49.28
114210,48.58
114222,48.93
114233,50.16
114245,49.28
114257,49.11
114268,50.86
114279,52.26
114291,51.03
114303,53.31
114314,56.3
114326,55.42
114337,55.24
114349,55.95
114360,58.05
114372,56.82
114383,55.95
114395,56.65
114406,53.84
114418,52.61
114429,54.37
114441,55.59
114452,52.96
114464,51.91
114475,53.14
114487,50.51
114498,50.51
114510,50.51
114521,50.68
114533,49.11
114544,49.46
114556,49.98
114567,47.53
114579,46.65
114590,47.53
114602,46.47
114613,44.55
114625,42.97
114636,43.84
114648,42.97
114659,42.62
114671,44.2
114682,46.3
114694,46.65
114705,48.05
114717,48.23
114728,44.72
114740,42.44
114751,42.09
114763,42.79
114774,41.92
114786,41.92
114797,42.79
114809,43.49
114820,44.02
114832,45.07
114843,44.55
114855,42.62
114866,44.37
114878,46.65
114889,44.02
114901,42.79
114912,42.44
114924,41.92
114935,42.09
114947,43.32
114958,43.49
114970,40.51
114981,41.92
114993,45.42
115004,45.95
115016,44.55
115027,45.42
115039,46.3
115050,42.44
115062,40.34
115073,40.51
115085,39.81
115096,38.41
115108,38.76
115119,40.16
115131,39.64
115142,38.41
115154,38.58
115165,38.93
115177,38.76
115188,38.41
115200,37.53
115211,34.55
115223,33.5
115234,34.55
115246,34.37
115257,35.08
115269,35.43
115280,34.37
115292,31.92
115303,31.74
115315,34.2
115326,33.67
115338,33.67
115349,36.48
115361,37.71
115372,35.95
115384,36.83
115395,37.71
115407,39.11
115418,39.64
115430,38.93
115442,38.06
115453,36.3
115465,37.0
115476,38.93
115488,39.46
115499,38.76
115511,38.76
115522,37.71
115534,35.08
115545,34.9
115557,34.2
115568,34.9
115580,38.06
115591,39.99
115603,38.58
115614,36.83
115626,36.65
115637,39.46
115649,40.69
115660,42.09
115672,41.56
115683,41.21
115695,39.28
115706,40.51
115718,41.39
115729,41.39
115741,42.27
115752,44.2
115764,45.25
115775,42.44
115787,39.28
115798,37.53
115810,35.78
115821,34.55
115833,34.72
115844,34.9
115856,32.8
115867,32.27
115879,32.97
115890,30.69
115902,31.39
115913,33.67
115925,36.3
115936,37.36
115948,38.23
115959,36.65
115971,34.55
115982,35.78
115994,38.41
116005,40.51
116017,41.56
116028,44.72
116040,47.88
116051,49.46
116063,51.39
116074,53.31
116086,52.44
116097,52.44
116109,52.09
116120,52.61
116132,50.68
116143,49.11
116155,48.93
116166,47.0
116178,44.37
116189,43.32
116201,42.62
116212,38.93
116224,37.71
116235,37.71
116247,36.13
116258,32.97
116270,31.04
116281,29.81
116293,29.11
116304,30.52
116316,33.32
116327,33.32
116339,32.62
116350,32.62
116362,33.32
116373,34.9
116385,36.65
116396,39.64
116408,38.93
116419,39.64
116431,40.34
116442,40.69
116454,39.81
116465,39.46
116477,41.92
116488,41.92
116500,43.32
116511,44.37
116523,43.67
116534,41.39
116546,41.21
116557,42.44
116569,41.04
116580,40.69
116592,41.92
116603,42.44
116615,42.44
116626,44.55
116638,47.0
116650,46.3
116661,45.95
116673,46.47
116684,44.2
116696,41.92
116707,39.64
116719,40.34
116730,39.99
116742,39.81
116753,40.51
116765,41.21
116776,41.56
116788,44.2
116799,45.77
116811,44.55
116822,44.55
116834,43.14
116845,40.16
116857,36.3
116868,36.3
116880,36.83
116891,36.13
116903,38.41
116914,40.86
116926,40.16
116937,38.93
116949,39.11
116960,39.46
116972,38.76
116983,38.93
116995,36.83
117006,35.78
117018,36.3
117029,37.88
117041,40.34
117052,43.67
117064,44.9
117075,47.7
117087,51.21
117098,54.37
117110,54.54
117121,56.3
117133,58.75
117144,61.21
117156,65.42
117167,67.34
117179,68.75
117190,72.08
117202,75.94
117213,80.32
117225,82.43
117236,83.83
117248,84.71
117259,86.11
117271,88.57
117282,88.57
117294,85.93
117305,85.06
117317,87.69
117328,88.39
117340,86.99
117351,86.29
117363,84.36
117374,81.73
117386,81.2
117397,80.15
117409,75.24
117420,69.27
117432,66.99
117443,65.77
117455,60.15
117466,56.12
117478,54.89
117489,52.44
117501,52.61
117512,53.14
117524,51.39
117535,47.7
117547,48.4
117558,49.46
117570,47.53
117581,46.65
117593,45.42
117609,43.49
117616,43.32
117627,45.6
117639,47.53
117650,44.72
117662,46.65
117673,49.81
117685,48.58
117696,46.65
117708,48.23
117719,49.81
117731,49.98
117742,51.39
117754,51.39
117765,48.23
117777,46.65
117788,47.88
117800,48.75
117811,48.4
117823,49.98
117834,50.51
117846,46.47
117857,45.07
117869,46.65
117880,45.07
117892,45.6
117904,47.53
117915,46.12
117927,43.32
117938,42.97
117950,44.2
117961,45.25
117973,44.55
117984,46.83
117996,48.58
118007,46.3
118019,45.95
118030,46.65
118042,47.7
118053,49.63
118065,51.74
118076,50.86
118088,47.88
118099,45.77
118111,48.4
118122,49.11
118134,49.46
118145,49.28
118157,49.28
118168,45.77
118180,46.12
118191,48.4
118203,48.4
118214,50.51
118226,52.44
118237,53.14
118249,49.81
118260,48.75
118272,49.81
118283,50.86
118295,52.96
118306,56.12
118318,56.47
118329,54.37
118341,55.24
118352,58.75
118364,59.45
118375,61.73
118387,64.54
118398,63.66
118410,58.75
118421,57.52
118433,59.63
118444,58.93
118456,59.45
118467,62.61
118479,62.61
118490,59.63
118502,58.4
118513,60.51
118525,60.86
118536,61.73
118548,63.31
118559,61.91
118571,60.86
118582,60.33
118594,59.98
118605,57.0
118617,58.23
118628,61.56
118640,62.08
118651,62.26
118663,62.78
118674,63.49
118686,64.01
118697,65.77
118709,68.05
118720,66.99
118732,64.89
118743,66.29
118755,68.4
118766,66.12
118778,64.19
118789,67.17
118801,68.22
118812,68.22
118824,68.57
118835,67.17
118847,62.26
118858,61.38
118870,63.66
118881,63.84
118893,61.03
118904,60.86
118916,62.78
118927,61.73
118939,61.56
118950,62.61
118962,61.03
118973,61.91
118985,64.89
118996,65.06
119008,62.96
119019,63.84
119031,66.29
119042,66.29
119054,66.29
119065,66.47
119077,65.24
119088,61.21
119100,62.78
119111,66.47
119123,64.01
119134,62.26
119146,62.78
119157,61.56
119169,58.93
119180,57.35
119192,58.58
119203,55.59
119215,54.02
119227,53.67
119238,51.91
119250,50.33
119261,50.86
119273,55.24
119284,55.77
119296,55.59
119307,55.59
119319,55.24
119330,53.67
119342,52.79
119353,55.07
119365,55.24
119376,57.0
119388,59.45
119399,58.93
119411,59.1
119422,61.21
119434,65.24
119445,64.71
119457,63.31
119468,66.29
119480,65.77
119491,63.84
119503,66.82
119514,69.27
119526,67.34
119537,68.4
119549,73.13
119560,73.48
119572,73.48
119583,74.89
119595,77.69
119606,75.76
119618,74.71
119629,77.69
119641,77.87
119652,77.69
119664,77.69
119675,77.34
119687,74.89
119698,74.89
119710,74.54
119721,72.78
119733,72.26
119744,74.89
119756,74.18
119767,69.98
119779,67.7
119790,68.4
119802,65.94
119813,64.54
119825,66.12
119836,66.29
119848,62.08
119859,61.91
119871,65.59
119882,64.54
119894,64.36
119905,67.7
119917,69.8
119928,67.7
119940,67.52
119951,69.27
119963,68.57
119974,69.1
119986,70.15
119997,68.75
120009,66.29
120020,66.64
120032,67.87
120043,65.42
120055,66.47
120066,69.62
120078,70.5
120089,68.4
120101,68.4
120112,69.98
120124,67.34
120135,68.22
120147,69.45
120158,68.57
120170,67.17
120181,68.4
120193,72.43
120204,74.01
120216,76.46
120227,79.62
120239,80.32
120250,80.85
120262,81.02
120273,80.15
120285,75.41
120296,75.76
120308,77.34
120319,74.89
120331,73.31
120342,74.71
120354,76.11
120365,75.24
120377,74.01
120388,75.24
120400,73.31
120412,70.15
120423,72.26
120435,73.83
120446,71.2
120458,68.4
120469,69.1
120481,68.4
120492,68.92
120504,71.38
120515,74.18
120527,73.48
120538,73.83
120550,75.76
120561,75.76
120573,75.24
120584,77.52
120596,79.1
120607,77.52
120619,78.22
120630,75.76
120642,72.96
120653,73.83
120665,76.64
120676,79.8
120688,78.57
120699,79.45
120711,82.78
120722,79.97
120734,78.57
120745,80.85
120757,82.08
120768,79.97
120780,78.92
120791,82.08
120803,80.85
120814,80.15
120826,81.73
120837,83.13
120849,81.9
120860,82.08
120872,85.41
