Time,Drag Force
84395,-60.86
84406,-77.34
84418,-34.9
84429,12.8
84441,24.38
84452,0.7
84464,7.54
84475,49.11
84487,46.3
84498,-24.55
84510,-81.73
84521,-38.76
84533,29.46
84544,48.4
84556,47.35
84567,14.21
84579,-26.31
84590,-33.85
84602,-26.83
84613,13.15
84625,31.92
84636,7.02
84648,-32.62
84659,-69.98
84671,-88.74
84682,-85.06
84694,-56.3
84705,-7.19
84717,-34.02
84728,-87.86
84740,-105.93
84751,-48.58
84763,-17.89
84774,-43.32
84786,-83.48
84797,-97.16
84809,-97.69
84820,-84.36
84832,-68.92
84843,-69.27
84855,-80.67
84866,-93.48
84878,-85.58
84889,-94.18
84901,-115.92
84912,-129.08
84924,-96.11
84935,-87.69
84947,-114.0
84958,-170.12
84970,-207.47
84981,-201.68
84993,-161.35
85004,-102.24
85016,-74.89
85027,-121.36
85039,-185.55
85050,-213.96
85062,-182.22
85073,-126.1
85085,-118.38
85096,-148.19
85108,-185.37
85119,-197.65
85131,-188.18
85142,-149.42
85154,-126.1
85165,-135.04
85177,-126.8
85188,-101.37
85200,-106.98
85211,-155.73
85223,-179.59
85234,-128.55
85246,-54.89
85257,-55.59
85269,-111.01
85280,-149.42
85292,-121.54
85303,-77.34
85314,-57.0
85326,-64.89
85338,-89.97
85349,-121.71
85361,-107.16
85372,-77.52
85384,-100.67
85395,-128.9
85407,-127.32
85418,-95.05
85429,-65.42
85441,-61.91
85453,-83.13
85464,-115.75
85475,-108.91
85487,-74.71
85498,-49.81
85510,-69.8
85521,-123.47
85533,-160.82
85545,-150.3
85556,-93.83
85567,-64.71
85579,-76.99
85591,-117.5
85602,-156.96
85613,-168.71
85625,-155.03
85636,-150.3
85648,-156.96
85660,-145.91
85671,-113.64
85683,-111.72
85694,-139.25
85706,-142.06
85717,-104.88
85728,-59.28
85740,-40.86
85751,-39.11
85763,-54.02
85775,-75.41
85786,-78.39
85798,-58.93
85809,-16.31
85820,17.19
85832,8.94
85843,-23.15
85855,-40.51
85866,-52.96
85878,-38.58
85889,-22.1
85901,4.38
85912,-10.0
85924,-25.96
85935,-40.34
85947,-44.2
85958,-52.96
85970,-42.44
85981,-27.88
85993,22.97
86004,29.99
86016,-10.35
86027,-65.24
86039,-45.95
86050,16.31
86062,34.02
86073,21.22
86085,-6.49
86096,-23.33
86108,-31.57
86119,-31.04
86131,-38.93
86142,-52.96
86154,-30.69
86165,2.63
86177,-12.63
86188,-77.34
86200,-138.02
86212,-133.99
86223,-106.1
86234,-80.5
86246,-104.35
86258,-147.49
86269,-171.52
86281,-152.23
86292,-105.93
86304,-84.71
86315,-111.72
86327,-145.56
86338,-143.28
86350,-107.16
86361,-74.71
86372,-88.74
86384,-115.92
86395,-120.66
86407,-110.49
86418,-96.63
86430,-75.59
86442,-66.12
86453,-39.46
86464,-19.29
86476,-29.64
86488,-78.92
86499,-112.07
86510,-101.37
86522,-64.54
86534,-46.83
86545,-65.42
86557,-81.02
86568,-86.64
86579,-70.33
86591,-37.18
86602,-12.45
86614,-18.06
86625,-50.16
86637,-89.27
86649,-100.14
86660,-91.72
86672,-74.01
86683,-60.15
86694,-62.78
86706,-79.8
86717,-90.14
86729,-73.31
86740,-47.88
86752,-40.86
86764,-70.68
86775,-100.32
86787,-114.52
86798,-113.12
86809,-107.33
86821,-106.8
86833,-105.05
86844,-89.62
86856,-80.15
86867,-101.54
86879,-120.13
86890,-117.15
86901,-112.42
86913,-117.68
86925,-131.53
86936,-131.53
86948,-127.67
86959,-135.57
86971,-139.95
86982,-140.83
86994,-139.95
87005,-147.67
87017,-170.64
87028,-177.83
87040,-153.1
87051,-149.77
87063,-184.85
87074,-209.4
87086,-203.79
87097,-206.94
87109,-199.58
87120,-177.66
87132,-175.55
87143,-212.91
87155,-230.8
87166,-212.03
87178,-185.72
87189,-191.34
87201,-226.24
87212,-245.7
87224,-228.69
87235,-212.91
87247,-231.15
87258,-234.83
87270,-206.24
87281,-197.47
87293,-227.29
87304,-244.3
87316,-222.2
87327,-191.16
87339,-167.84
87350,-161.7
87362,-176.08
87373,-203.79
87385,-206.59
87396,-168.54
87408,-125.04
87419,-115.22
87431,-145.04
87442,-153.98
87454,-126.97
87465,-114.52
87477,-135.22
87488,-156.09
87500,-129.43
87511,-95.23
87523,-118.2
87534,-141.7
87546,-146.62
87557,-133.46
87569,-118.91
87580,-109.44
87592,-127.85
87603,-140.65
87615,-140.65
87626,-121.36
87638,-79.27
87649,-91.02
87661,-125.39
87672,-121.71
87684,-88.92
87695,-85.76
87707,-111.01
87718,-124.34
87730,-120.13
87741,-134.16
87753,-164.68
87764,-181.34
87776,-182.57
87787,-181.69
87799,-184.85
87810,-213.78
87822,-267.8
87833,-302.35
87845,-326.2
87856,-308.84
87868,-303.58
87879,-328.83
87891,-346.9
87902,-357.77
87914,-368.47
87925,-387.76
87937,-388.46
87948,-377.06
87960,-368.82
87971,-371.1
87983,-371.1
87994,-350.58
88006,-360.58
88017,-360.58
88029,-352.86
88040,-323.92
88052,-276.92
88063,-284.29
88075,-327.43
88086,-350.05
88098,-306.38
88109,-231.5
88121,-177.83
88132,-183.44
88144,-219.57
88155,-203.44
88167,-146.62
88178,-135.39
88190,-183.09
88201,-234.13
88213,-198.53
88224,-116.98
88236,-59.1
88247,-103.12
88259,-180.99
88270,-184.15
88282,-126.97
88293,-69.8
88305,-101.89
88316,-167.84
88328,-194.67
88339,-146.44
88351,-89.27
88362,-109.79
88374,-169.59
88385,-193.97
88397,-175.55
88408,-155.38
88420,-158.72
88431,-153.28
88443,-166.08
88454,-193.97
88466,-193.97
88477,-245.53
88489,-285.86
88500,-286.04
88512,-252.02
88523,-225.53
88535,-245.35
88546,-321.99
88558,-383.37
88569,-366.71
88581,-305.68
88592,-286.74
88604,-303.05
88615,-319.19
88627,-329.01
88638,-347.42
88650,-344.44
88661,-306.91
88673,-246.58
88684,-212.91
88696,-214.84
88707,-247.98
88719,-266.05
88730,-239.74
88742,-194.14
88753,-155.91
88765,-136.09
88776,-138.72
88788,-161.7
88799,-183.44
88811,-177.66
88822,-133.99
88834,-91.37
88845,-78.74
88857,-123.64
88868,-167.84
88880,-198.53
88891,-168.01
88903,-105.75
88914,-70.68
88926,-100.32
88937,-172.92
88949,-221.68
88960,-225.53
88972,-200.46
88983,-202.03
88995,-238.51
89006,-261.14
89018,-251.49
89029,-233.43
89041,-233.43
89052,-282.18
89064,-303.05
89075,-300.95
89087,-279.2
89098,-262.89
89110,-274.47
89121,-299.02
89133,-321.82
89144,-324.97
89156,-307.44
89167,-287.62
89179,-296.74
89190,-325.5
89202,-337.25
89213,-300.95
89225,-250.26
89236,-253.07
89248,-291.48
89259,-295.33
89271,-275.87
89282,-265.17
89294,-263.42
89305,-281.3
89317,-284.29
89328,-261.49
89340,-227.81
89352,-223.43
89363,-240.27
89374,-244.12
89386,-225.18
89397,-205.19
89409,-197.65
89420,-213.96
89432,-254.47
89443,-290.42
89455,-294.28
89466,-256.58
89490,-235.01
89491,-239.04
89501,-273.41
89512,-276.92
89524,-276.92
89546,-290.6
89547,-321.47
89558,-334.09
89570,-329.88
89581,-335.32
89600,-349.35
89604,-335.5
89616,-319.71
89627,-323.04
89639,-333.22
89650,-294.81
89662,-257.98
89673,-278.15
89685,-310.07
89696,-275.52
89708,-212.21
89719,-205.89
89731,-232.9
89742,-239.39
89754,-218.52
89765,-173.45
89777,-146.44
89788,-156.61
89800,-172.57
89811,-162.57
89823,-127.15
89834,-110.31
89846,-123.64
89860,-174.32
89869,-211.86
89880,-194.49
89892,-141.88
89903,-112.42
89915,-153.28
89926,-197.47
89938,-246.4
89949,-272.01
89970,-255.7
89972,-225.36
89984,-206.94
89996,-221.5
90007,-257.45
90018,-310.07
90030,-328.83
90041,-290.6
90053,-259.73
90064,-259.56
90082,-268.15
90087,-279.55
90099,-320.41
90110,-350.4
90122,-331.11
90133,-290.95
90145,-263.59
90156,-245.18
90168,-242.2
90179,-268.33
90191,-307.96
90202,-312.7
90214,-281.3
90225,-249.39
90237,-260.08
90261,-267.27
90262,-274.82
90271,-273.59
90283,-277.97
90294,-273.59
90306,-258.33
90317,-246.58
90329,-271.13
90340,-289.9
90356,-272.54
90363,-252.89
90382,-250.44
90386,-263.42
90398,-270.61
90409,-274.47
90424,-295.86
90432,-292.7
90444,-273.76
90455,-278.5
90467,-296.21
90478,-294.11
90490,-285.34
90503,-294.63
90520,-303.23
90524,-297.61
90536,-286.39
90547,-299.02
90560,-314.45
90570,-314.45
90593,-310.42
90594,-327.08
90605,-337.07
90616,-311.65
90628,-262.71
90639,-248.68
90663,-275.34
90668,-297.44
90674,-263.24
90688,-218.52
90697,-168.01
90710,-178.53
90730,-220.1
90732,-252.19
90743,-222.03
90756,-148.37
90772,-109.26
90777,-119.61
90789,-115.57
90800,-90.49
90812,-84.53
90823,-78.92
90840,-76.99
90851,-87.16
90858,-89.27
90882,-77.69
90884,-77.52
90893,-94.88
90909,-114.17
90915,-109.96
90927,-109.96
90940,-118.38
90950,-129.08
90962,-129.08
90973,-127.5
90984,-153.98
90996,-212.38
91007,-252.02
91019,-253.07
91030,-242.2
91042,-250.61
91053,-279.2
91065,-292.7
91076,-296.04
91088,-309.37
91099,-323.22
91111,-337.78
91122,-348.3
91134,-348.3
91146,-343.04
91157,-349.53
91168,-358.65
91180,-364.08
91191,-358.47
91207,-351.81
91214,-351.81
91226,-326.38
91237,-317.78
91253,-335.85
91269,-339.0
91274,-327.96
91295,-322.69
91296,-321.47
91306,-324.8
91321,-336.02
91335,-331.64
91341,-299.02
91352,-261.66
91376,-243.95
91376,-268.68
91387,-314.98
91398,-332.87
91418,-298.67
91422,-257.63
91442,-251.84
91444,-268.68
91460,-283.94
91468,-276.22
91479,-259.38
91502,-234.83
91512,-230.09
91514,-252.02
91529,-264.47
91543,-248.86
91554,-227.99
91560,-222.73
91585,-238.86
91589,-244.3
91596,-230.27
91611,-221.85
91624,-240.09
91639,-242.72
91640,-229.04
91652,-210.28
91674,-197.65
91675,-207.82
91686,-221.68
91700,-240.97
91709,-251.84
91727,-238.34
91740,-213.26
91753,-200.81
91767,-213.26
91773,-240.27
91780,-257.45
91796,-272.01
91801,-265.52
91813,-237.29
91836,-215.36
91837,-223.61
91850,-240.27
91865,-273.76
91870,-294.98
91882,-280.43
91893,-273.06
91905,-284.29
91925,-290.95
91928,-278.15
91939,-269.73
91953,-264.99
91962,-297.09
91974,-347.07
91997,-355.49
91997,-307.09
92010,-284.81
92020,-317.26
92031,-364.26
92050,-379.34
92078,-376.18
92078,-371.27
92079,-362.15
92089,-324.27
92109,-284.81
92113,-243.6
92124,-240.79
92135,-266.75
92146,-283.06
92158,-237.64
92182,-134.69
92182,-128.9
92198,-133.81
92204,-170.99
92224,-150.47
92227,-96.98
92238,-67.87
92253,-53.84
92265,-10.52
92280,47.7
92293,66.29
92308,-4.03
92321,-118.2
92322,-180.11
92330,-140.65
92348,-59.8
92362,-50.51
92365,-129.08
92378,-202.74
92391,-214.84
92399,-141.18
92411,-59.63
92425,-69.1
92439,-165.56
92450,-217.99
92466,-205.72
92479,-189.93
92480,-205.89
92495,-247.98
92509,-279.55
92522,-260.43
92536,-228.87
92549,-229.92
92549,-264.12
92563,-280.43
92577,-276.22
92589,-242.55
92618,-177.48
92619,-200.11
92632,-284.81
92645,-326.9
92645,-250.61
92655,-161.87
92672,-168.01
92675,-202.56
92702,-206.77
92703,-140.13
92710,-70.15
92728,-70.15
92741,-96.11
92757,-135.22
92757,-119.08
92770,-79.8
92783,-38.76
92796,-62.43
92812,-107.68
92813,-95.41
92825,-21.75
92837,24.38
92848,5.61
92859,-27.88
92871,-2.1
92882,51.39
92894,37.0
92905,-33.32
92917,-75.06
92928,-34.02
92940,30.87
92951,75.94
92963,29.11
92974,-43.49
92986,-91.02
92997,-51.56
93009,2.46
93020,5.09
93032,-51.03
93043,-90.85
93055,-79.62
93066,-54.02
93078,-69.27
93089,-101.02
93101,-114.87
93112,-99.44
93124,-81.02
93135,-81.37
93147,-98.56
93158,-114.0
93170,-114.7
93181,-102.95
93193,-97.33
93204,-104.7
93216,-116.8
93227,-127.85
93239,-118.73
93250,-106.45
93262,-102.07
93273,-107.33
93285,-124.87
93296,-137.5
93308,-138.2
93319,-112.42
93331,-89.79
93342,-91.9
93354,-124.34
93365,-143.81
93377,-128.55
93388,-106.45
93400,-99.61
93411,-110.14
93423,-117.33
93435,-112.07
93446,-99.09
93457,-84.53
93469,-84.18
93480,-94.18
93492,-95.58
93503,-84.88
93516,-66.29
93526,-58.58
93538,-60.15
93549,-72.26
93561,-72.26
93572,-62.26
93584,-49.63
93595,-51.03
93607,-65.42
93619,-76.46
93630,-73.31
93641,-61.21
93653,-63.14
93664,-82.6
93676,-99.09
93687,-106.45
93699,-105.93
93710,-99.61
93722,-109.61
93733,-135.39
93745,-152.4
93756,-147.14
93768,-147.14
93779,-158.54
93791,-159.42
93802,-158.37
93814,-148.02
93825,-136.09
93837,-130.13
93848,-144.51
93860,-161.35
93871,-158.54
93883,-145.56
93894,-135.57
93906,-130.13
93917,-131.01
93929,-129.78
93940,-129.95
93952,-136.97
93963,-134.69
93975,-122.06
93986,-105.05
93998,-110.31
94009,-127.32
94021,-132.76
94032,-126.62
94044,-121.54
94055,-127.32
94067,-132.76
94078,-134.16
94090,-132.94
94101,-127.32
94113,-121.71
94124,-124.87
94136,-140.65
94147,-154.86
94159,-148.19
94170,-140.48
94182,-147.67
94193,-162.05
94205,-161.0
94216,-149.42
94228,-149.77
94240,-160.65
94262,-162.22
94263,-147.49
94274,-130.31
94285,-136.62
94297,-144.51
94309,-145.91
94320,-143.11
94332,-142.06
94343,-135.04
94355,-124.17
94366,-116.63
94378,-109.79
94389,-107.33
94401,-111.72
94412,-123.29
94424,-116.63
94435,-93.13
94447,-69.98
94458,-74.71
94470,-98.04
94481,-112.77
94493,-98.74
94504,-81.2
94516,-74.36
94527,-89.44
94540,-98.21
94550,-91.37
94562,-79.27
94573,-82.95
94585,-97.16
94596,-98.21
94608,-89.79
94619,-81.37
94631,-92.25
94642,-106.28
94654,-124.52
94665,-127.85
94677,-110.84
94688,-94.0
94700,-95.41
94711,-111.89
94723,-125.22
94734,-110.31
94746,-95.41
94757,-90.14
94769,-103.65
94780,-113.47
94792,-114.17
94803,-107.86
94815,-100.14
94826,-95.23
94838,-89.62
94849,-90.67
94861,-87.51
94872,-89.97
94884,-93.3
94895,-91.9
94907,-84.88
94918,-74.18
94930,-74.89
94941,-83.3
94953,-83.13
94964,-75.06
94976,-69.62
94987,-73.66
94999,-74.01
95010,-63.66
95022,-56.47
95033,-65.24
95045,-76.64
95056,-88.74
95068,-82.43
95079,-61.03
95091,-48.75
95102,-62.78
95114,-88.21
95125,-91.72
95137,-70.85
95148,-51.03
95160,-62.08
95171,-87.34
95183,-93.65
95194,-70.85
95206,-50.86
95217,-59.8
95229,-87.34
95240,-99.61
95252,-85.23
95263,-59.63
95275,-57.17
95286,-77.34
95298,-90.49
95309,-78.04
95321,-58.93
95332,-55.24
95344,-77.34
95355,-105.4
95367,-107.86
95378,-84.18
95390,-62.26
95401,-70.5
95413,-95.23
95424,-108.03
95436,-92.07
95447,-70.15
95459,-62.61
95470,-73.31
95482,-82.25
95493,-83.3
95505,-85.76
95516,-85.76
95528,-85.23
95539,-88.21
95551,-78.74
95564,-67.52
95574,-62.43
95585,-66.29
95597,-74.36
95608,-90.67
95620,-91.02
95631,-78.39
95643,-73.66
95654,-77.69
95666,-90.32
95677,-98.74
95689,-95.05
95700,-82.6
95712,-73.66
95723,-86.29
95735,-102.24
95746,-103.12
95758,-95.23
95769,-93.13
95781,-101.19
95792,-112.07
95804,-112.94
95815,-101.54
95827,-92.07
95838,-95.05
95850,-109.26
95861,-109.61
95873,-97.69
95884,-94.53
95896,-100.67
95907,-105.4
95919,-107.16
95930,-98.74
95942,-89.79
95953,-87.86
95965,-95.58
95976,-99.79
95988,-89.62
95999,-84.53
96011,-85.76
96022,-86.29
96034,-85.93
96045,-89.79
96057,-85.76
96068,-87.34
96080,-93.13
96091,-94.0
96103,-91.02
96114,-96.98
96126,-100.32
96137,-94.53
96149,-91.02
96160,-91.9
96172,-95.58
96183,-92.95
96195,-90.49
96206,-92.77
96218,-94.53
96229,-92.25
96241,-86.46
96252,-77.69
96264,-71.2
96275,-74.71
96287,-77.87
96298,-69.1
96310,-57.52
96321,-53.67
96333,-58.75
96344,-66.99
96356,-74.01
96367,-73.83
96379,-65.42
96390,-62.78
96402,-70.33
96413,-73.66
96425,-72.43
96436,-76.64
96448,-85.76
96459,-90.14
96471,-92.07
96482,-92.42
96494,-93.83
96505,-101.02
96517,-103.65
96529,-104.17
96540,-102.6
96552,-106.8
96563,-113.64
96574,-115.05
96586,-115.4
96598,-119.43
96609,-120.13
96621,-114.17
96632,-109.61
96644,-108.56
96655,-112.24
96667,-112.24
96678,-109.79
96690,-105.75
96701,-106.28
96713,-106.1
96724,-104.7
96736,-104.17
96747,-98.39
96759,-92.95
96770,-89.62
96782,-94.0
96793,-98.04
96805,-96.81
96816,-95.58
96828,-95.76
96839,-100.84
96851,-103.12
96862,-100.67
96874,-103.3
96885,-105.93
96897,-106.63
96908,-98.74
96920,-92.95
96931,-98.39
96943,-105.75
96954,-107.68
96966,-105.75
96977,-108.38
96989,-109.79
97000,-109.96
97012,-107.86
97023,-109.08
97035,-116.98
97046,-124.87
97058,-124.87
97069,-118.73
97081,-122.24
97092,-130.48
97104,-133.64
97115,-132.41
97127,-134.16
97138,-139.78
97150,-142.76
97161,-144.16
97173,-142.58
97184,-138.37
97196,-140.48
97207,-148.72
97219,-154.86
97230,-151.35
97242,-143.46
97253,-142.41
97265,-146.26
97276,-152.93
97288,-150.82
97299,-141.7
97311,-139.6
97322,-147.84
97334,-154.86
97345,-146.09
97357,-138.9
97368,-140.3
97380,-150.3
97391,-155.56
97403,-147.14
97414,-140.65
97426,-140.48
97437,-149.42
97449,-157.49
97460,-153.28
97472,-146.09
97483,-141.53
97495,-143.28
97506,-151.53
97518,-158.37
97529,-156.26
97541,-148.19
97552,-147.67
97564,-154.68
97575,-160.47
97587,-155.56
97598,-148.37
97610,-144.16
97621,-147.14
97633,-155.21
97644,-155.56
97656,-148.72
97667,-143.46
97679,-145.56
97690,-150.65
97702,-151.0
97713,-145.56
97725,-138.72
97736,-138.37
97748,-143.63
97759,-147.14
97771,-140.65
97782,-133.81
97794,-138.72
97805,-148.9
97817,-155.56
97828,-150.12
97840,-141.18
97851,-137.67
97863,-143.11
97874,-152.05
97886,-151.0
97897,-142.06
97909,-137.32
97920,-142.76
97932,-147.67
97943,-145.21
97955,-139.95
97966,-137.32
97978,-143.46
97989,-148.72
98001,-144.34
98012,-134.51
98024,-127.85
98035,-133.81
98047,-140.65
98058,-140.48
98070,-133.46
98081,-127.67
98093,-135.57
98104,-143.46
98116,-146.79
98127,-144.51
98139,-142.76
98150,-144.86
98162,-149.25
98173,-152.75
98185,-148.54
98196,-145.21
98208,-144.69
98219,-153.1
98231,-158.01
98242,-158.01
98254,-153.28
98265,-151.35
98277,-156.09
98288,-160.65
98300,-160.12
98311,-158.37
98323,-155.56
98334,-155.91
98346,-159.77
98357,-159.42
98369,-158.01
98380,-154.16
98392,-156.44
98403,-158.89
98415,-157.49
98426,-152.58
98438,-147.84
98449,-148.19
98461,-149.77
98472,-146.44
98484,-138.2
98495,-131.71
98507,-130.31
98518,-128.73
98530,-126.97
98541,-120.83
98553,-115.22
98565,-114.87
98576,-118.73
98588,-119.78
98599,-116.98
98611,-115.4
98622,-116.27
98633,-116.63
98645,-115.05
98657,-110.31
98668,-107.51
98680,-110.84
98691,-115.05
98703,-118.2
98714,-116.63
98726,-115.05
98737,-114.17
98749,-117.33
98760,-118.03
98772,-117.15
98783,-116.1
98795,-116.1
98806,-114.35
98818,-110.49
98829,-108.56
98841,-107.16
98852,-106.45
98864,-107.16
98875,-105.93
98887,-105.93
98898,-104.88
98910,-101.02
98921,-97.33
98933,-93.65
98944,-94.35
98956,-92.95
98967,-90.14
98979,-84.88
98990,-81.73
99002,-79.62
99013,-79.27
99025,-76.99
99036,-72.08
99048,-69.1
99059,-67.87
99071,-68.57
99082,-68.22
99094,-60.68
99105,-54.19
99117,-53.49
99128,-59.28
99140,-59.8
99151,-53.84
99163,-50.33
99174,-52.44
99186,-55.07
99197,-52.61
99209,-47.88
99220,-42.62
99232,-42.97
99243,-46.65
99255,-45.77
99266,-41.74
99278,-38.23
99289,-38.23
99301,-38.93
99312,-39.28
99324,-36.65
99335,-31.57
99347,-29.11
99358,-29.11
99370,-27.01
99381,-23.15
99393,-18.94
99404,-18.06
99416,-16.49
99427,-15.43
99439,-11.57
99450,-8.24
99462,-6.31
99473,-5.44
99485,-4.21
99496,-2.81
99508,-0.35
99519,1.23
99531,1.23
99542,1.93
99554,1.75
99565,0.0
99577,0.35
99588,-2.1
99600,-1.93
99611,-0.18
99623,-0.53
99634,-0.53
99646,-0.7
99657,1.4
99669,0.7
99680,-0.53
99692,1.75
99703,1.93
99715,0.35
99726,-0.18
99738,1.58
99749,2.46
99761,3.33
99772,4.21
99784,3.86
99795,5.26
99807,4.38
99818,1.75
99830,0.18
99841,1.93
99853,2.28
99864,-0.53
99876,-1.93
99887,-1.4
99899,-0.53
99910,0.35
99922,0.53
99933,-1.4
99945,-4.74
99956,-7.54
99968,-6.31
99979,-4.38
99991,-3.86
100002,-5.26
100014,-6.49
100025,-5.79
100037,-4.91
100048,-5.61
100060,-3.86
100071,-2.28
100083,-0.18
100094,0.88
100106,-1.93
100117,-4.21
100129,-3.68
100140,-2.81
100152,-1.4
100163,-1.4
100175,-2.81
100186,-5.09
100198,-5.79
100209,-3.51
100221,-0.18
100232,-0.18
100244,-1.05
100255,-2.46
100267,-2.98
100278,-4.21
100290,-4.03
100302,-3.16
100313,-1.58
100325,-2.46
100336,-4.21
100348,-3.33
100359,-3.51
100371,-2.98
100382,-2.28
100394,-1.75
100405,-1.4
100417,-1.05
100428,-2.1
100440,-2.28
100451,0.35
100463,2.98
100474,3.68
100486,4.03
100497,2.63
100509,1.05
100520,0.18
100532,2.28
100543,5.44
100555,4.74
100566,5.79
100578,8.07
100589,9.29
100601,8.59
100612,8.59
100624,6.14
100635,6.14
100647,7.37
100658,8.94
100670,7.02
100681,3.68
100693,2.28
100704,1.75
100716,-0.35
100727,-1.75
100739,-4.74
100750,-9.47
100762,-11.22
100773,-13.15
100785,-16.13
100796,-21.4
100808,-25.25
100819,-25.61
100831,-24.55
100842,-28.41
100854,-32.62
100865,-35.08
100877,-36.65
100888,-35.25
100900,-34.37
100911,-34.72
100923,-38.06
100934,-38.58
100946,-35.08
100957,-37.18
100969,-39.11
100980,-37.71
100992,-36.13
101003,-35.25
101015,-33.32
101026,-34.37
101038,-35.43
101049,-33.32
101061,-30.52
101072,-30.87
101084,-32.44
101095,-32.44
101107,-32.97
101118,-33.85
101130,-31.22
101141,-30.34
101153,-31.74
101164,-31.57
101176,-31.57
101187,-35.08
101199,-37.18
101210,-37.53
101222,-39.64
101233,-40.34
101245,-41.39
101256,-42.44
101268,-42.79
101279,-42.62
101291,-41.04
101302,-41.04
101314,-39.64
101325,-38.76
101337,-40.69
101348,-43.14
101360,-43.32
101371,-40.69
101383,-37.53
101394,-36.3
101406,-35.25
101417,-31.57
101429,-28.06
101440,-27.53
101452,-28.94
101463,-30.69
101475,-28.06
101486,-26.66
101498,-27.53
101509,-28.76
101521,-28.59
101532,-27.18
101544,-25.08
101555,-23.33
101567,-24.2
101578,-27.53
101590,-30.52
101601,-31.92
101613,-32.97
101624,-35.6
101636,-39.46
101647,-40.86
101659,-37.18
101670,-33.5
101682,-36.48
101693,-39.28
101705,-39.99
101716,-41.74
101728,-42.27
101739,-41.39
101751,-42.27
101762,-42.44
101774,-41.74
101785,-42.09
101797,-42.97
101809,-40.69
101820,-39.99
101832,-39.99
101843,-35.43
101854,-34.02
101866,-37.53
101878,-37.0
101889,-34.02
101901,-31.74
101912,-29.99
101924,-28.41
101935,-29.64
101947,-32.27
101958,-32.09
101970,-34.2
101981,-36.3
101993,-35.08
102004,-35.6
102016,-37.88
102027,-37.0
102039,-38.41
102050,-43.32
102062,-44.2
102073,-43.67
102085,-48.93
102096,-50.16
102108,-49.98
102119,-51.91
102131,-54.02
102142,-54.89
102154,-56.47
102165,-58.23
102177,-56.3
102188,-57.0
102200,-60.33
102211,-55.77
102223,-55.59
102234,-59.8
102246,-59.8
102257,-56.3
102269,-56.82
102280,-58.23
102292,-52.96
102303,-53.31
102315,-57.7
102326,-55.59
102338,-54.37
102349,-58.05
102361,-57.35
102372,-53.49
102384,-53.49
102395,-53.67
102407,-50.33
102418,-51.21
102430,-50.16
102441,-44.02
102453,-41.92
102464,-47.0
102476,-47.0
102487,-43.14
102499,-42.62
102510,-44.37
102522,-41.92
102533,-40.86
102545,-41.21
102556,-38.06
102568,-34.37
102579,-34.9
102591,-35.6
102602,-31.39
102614,-28.76
102625,-28.76
102637,-28.76
102648,-27.53
102660,-24.03
102671,-22.1
102683,-19.64
102694,-17.89
102706,-16.84
102717,-12.8
102729,-9.12
102740,-7.02
102752,-3.86
102763,-2.28
102775,-1.05
102786,0.7
102798,2.81
102809,2.81
102821,2.81
102832,4.91
102844,5.09
102855,3.68
102867,1.23
102878,2.28
102890,2.98
102901,2.98
102913,2.46
102924,-0.18
102936,-1.58
102947,-0.35
102959,0.18
102970,-1.05
102982,-2.46
102993,-3.33
103005,-4.56
103016,-1.58
103028,0.35
103039,-2.28
103051,-1.75
103062,2.1
103074,6.49
103085,9.82
103097,13.85
103108,13.15
103120,12.1
103131,14.03
103143,16.84
103154,15.08
103166,13.5
103177,18.94
103189,21.22
103200,20.34
103212,24.9
103223,26.66
103235,23.5
103246,23.5
103258,25.96
103269,25.25
103281,22.1
103292,20.17
103304,18.59
103315,15.61
103327,17.89
103338,22.27
103350,21.92
103361,18.24
103373,19.47
103384,22.62
103396,21.05
103407,22.45
103419,24.03
103430,22.8
103442,20.17
103453,23.15
103465,25.96
103477,23.15
103488,25.43
103500,28.94
103511,26.13
103523,22.45
103534,22.62
103546,19.12
103557,16.49
103569,21.05
103580,24.9
103592,21.92
103603,19.47
103615,18.59
103626,14.21
103638,12.45
103649,18.77
103661,19.47
103672,13.5
103684,15.96
103695,17.01
103707,13.68
103718,12.98
103730,19.47
103741,21.92
103753,19.29
103764,19.12
103776,18.41
103787,16.31
103799,18.59
103810,21.75
103822,19.29
103833,15.26
103845,18.24
103856,18.24
103868,17.89
103879,21.92
103891,22.62
103902,20.69
103914,21.22
103925,25.43
103937,22.97
103948,19.12
103960,23.15
103971,27.71
103983,27.88
103994,23.85
104006,20.34
104017,21.57
104029,28.41
104040,34.37
104052,32.62
104063,28.41
104075,29.64
104086,32.09
104098,30.69
104109,26.83
104121,28.24
104132,30.34
104144,30.69
104155,29.81
104167,27.01
104178,24.2
104190,25.43
104201,32.97
104213,37.88
104224,37.0
104236,38.93
104247,39.11
104259,36.83
104270,34.2
104282,35.08
104293,36.83
104305,36.65
104316,39.11
104328,38.58
104339,35.08
104351,35.78
104362,39.11
104374,37.36
104385,34.02
104397,37.71
104408,37.71
104420,33.5
104431,31.57
104443,29.11
104454,29.81
104466,34.72
104477,41.92
104489,42.27
104500,38.58
104512,40.86
104523,45.95
104535,46.3
104546,45.6
104558,49.46
104569,52.79
104581,55.77
104592,56.12
104604,52.61
104615,49.63
104627,53.49
104638,58.75
104650,60.86
104661,58.75
104673,59.63
104684,59.8
104696,58.23
104707,59.28
104719,62.26
104730,63.14
104742,63.14
104753,62.96
104765,58.4
104776,55.95
104788,58.93
104799,61.56
104811,61.21
104823,60.51
104834,62.78
104845,62.43
104857,60.86
